"1";"101153691786";"Ramadir";"Kumar";"Singh";"M";"9999998357";;;;"101208635638";"87";"Exchange Road";;"Arera Colony";"Srinagar";"Arera";"Srinagar North";"Srinagar";"Jammu";"190001";"1975-09-01";"Ramadir9999998357@gmail.com";"note";"comm";"1"
"2";"101208635638";"Kuntla";;"Singh";"F";"9999933213";;"101153691786";;;"87";"Exchange Road";;"Arera Colony";"Srinagar";"Arera";"Srinagar North";"Srinagar";"Jammu";"190001";"1980-08-12";"Kuntla9999933213@gmail.com";"note";"comm";"1"
"3";"101671530118";"Abhinav";"Kumar";"Singh";"M";"9999921762";"101153691786";;"101208635638";;"87";"Exchange Road";;"Arera Colony";"Srinagar";"Arera";"Srinagar North";"Srinagar";"Jammu";"190001";"1999-07-02";"Abhinav9999921762@gmail.com";"note";"comm";"1"
"4";"101010476721";"Riya";;"Singh";"F";"9999954909";"101153691786";;"101208635638";;"87";"Exchange Road";;"Arera Colony";"Srinagar";"Arera";"Srinagar North";"Srinagar";"Jammu";"190001";"2002-10-12";"Riya9999954909@gmail.com";"note";"comm";"1"
"5";"101471520099";"Mohit";"Kumar";"Singh";"M";"9999981321";"101153691786";;"101208635638";;"87";"Exchange Road";;"Arera Colony";"Srinagar";"Arera";"Srinagar North";"Srinagar";"Jammu";"190001";"2004-11-09";"Mohit9999981321@gmail.com";"note";"comm";"1"
"6";"101253010304";"Abdul";;"Khan";"M";"9999973823";;;;"101746136980";"D-115";"Karan Nagar";;"Gole Market";"Srinagar";"Lake Side";"Srinagar North";"Srinagar";"Jammu";"190010";"1968-07-11";"Abdul9999973823@gmail.com";"note";"comm";"1"
"7";"101746136980";"Sabrin";;"Khan";"F";"9999974547";;"101253010304";;;"D-115";"Karan Nagar";;"Gole Market";"Srinagar";"Lake Side";"Srinagar North";"Srinagar";"Jammu";"190010";"1974-06-09";"Sabrin9999974547@gmail.com";"note";"comm";"1"
"8";"101045601714";"Arshad";;"Khan";"M";"9999896011";"101253010304";;"101746136980";;"D-115";"Karan Nagar";;"Gole Market";"Srinagar";"Lake Side";"Srinagar North";"Srinagar";"Jammu";"190010";"1996-09-15";"Arshad9999896011@gmail.com";"note";"comm";"1"
"9";"101483432949";"Sufia";;"Khan";"F";"9999911059";"101253010304";;"101746136980";;"D-115";"Karan Nagar";;"Gole Market";"Srinagar";"Lake Side";"Srinagar North";"Srinagar";"Jammu";"190010";"1998-09-11";"Sufia9999911059@gmail.com";"note";"comm";"1"
"10";"101965934303";"Arshi";;"Khan";"F";"9999980150";"101253010304";;"101746136980";;"D-115";"Karan Nagar";;"Gole Market";"Srinagar";"Lake Side";"Srinagar North";"Srinagar";"Jammu";"190010";"2000-12-05";"Arshi9999980150@gmail.com";"note";"comm";"1"
"11";"101588697937";"Ramaiz";;"Ali";"M";"9999923266";;;;"101383094448";"109";"SDA Plaza";"Jhelm Complex";"Batamaloo";"Srinagar";"Lake Side";"Srinagar North";"Srinagar";"Jammu";"190010";"1978-09-30";"Ramaiz9999923266@gmail.com";"note";"comm";"1"
"12";"101383094448";"Razia";;"Ali";"F";"9999925134";;"101588697937";;;"109";"SDA Plaza";"Jhelm Complex";"Batamaloo";"Srinagar";"Lake Side";"Srinagar North";"Srinagar";"Jammu";"190010";"1983-02-21";"Razia9999925134@gmail.com";"note";"comm";"1"
"13";"101658312059";"Zoya";;"Ali";"F";"9999935467";"101588697937";;"101383094448";;"109";"SDA Plaza";"Jhelm Complex";"Batamaloo";"Srinagar";"Lake Side";"Srinagar North";"Srinagar";"Jammu";"190010";"2006-09-09";"Zoya9999935467@gmail.com";"note";"comm";"1"
"14";"101742862112";"Shadab";;"Ali";"M";"9999927385";"101588697937";;"101383094448";;"109";"SDA Plaza";"Jhelm Complex";"Batamaloo";"Srinagar";"Lake Side";"Srinagar North";"Srinagar";"Jammu";"190010";"2008-10-22";"Shadab9999927385@gmail.com";"note";"comm";"1"
"15";"101855108648";"Rahem";"Ahmed";"Khan";"M";"9999980051";;;;"101645560156";"E-49";"MA Plaza SK Colony";"Near Sankalp Complex";"Qamarwari";"Srinagar";"Sambandh";"Srinagar North";"Srinagar";"Jammu";"190010";"1965-09-23";"Rahem9999980051@gmail.com";"note";"comm";"1"
"16";"101645560156";"Shagufta";;"Khan";"F";"9999979447";;"101855108648";;;"E-49";"MA Plaza SK Colony";"Near Sankalp Complex";"Qamarwari";"Srinagar";"Sambandh";"Srinagar North";"Srinagar";"Jammu";"190010";"1970-12-04";"Shagufta9999979447@gmail.com";"note";"comm";"1"
"17";"101050023393";"Wasim";"Ahmed";"Khan";"M";"9999906260";"101855108648";;"101645560156";"101734800058";"E-49";"MA Plaza SK Colony";"Near Sankalp Complex";"Qamarwari";"Srinagar";"Sambandh";"Srinagar North";"Srinagar";"Jammu";"190010";"1995-06-09";"Wasim9999906260@gmail.com";"note";"comm";"1"
"18";"101734800058";"Zoya";;"khan";"F";"9999896467";"101220466372";"101050023393";"101943617472";;"E-49";"MA Plaza SK Colony";"Near Sankalp Complex";"Qamarwari";"Srinagar";"Sambandh";"Srinagar North";"Srinagar";"Jammu";"190010";"1997-02-26";"Zoya9999896467@gmail.com";"note";"comm";"1"
"19";"101220466372";"Irfan";;"Khan";"M";"9999981520";;;;"101943617472";"114";"Inside Kathidarwaza";"Near Muscle Gym";"Badam Wari Path";"Srinagar";"S.R. Gunj";"Srinagar South";"Srinagar";"Jammu";"190003";"1967-09-04";"Irfan9999981520@gmail.com";"note";"comm";"1"
"20";"101943617472";"Sana";;"Khan";"F";"9999987713";;"101220466372";;;"114";"Inside Kathidarwaza";"Near Muscle Gym";"Badam Wari Path";"Srinagar";"S.R. Gunj";"Srinagar South";"Srinagar";"Jammu";"190003";"1972-03-09";"Sana9999987713@gmail.com";"note";"comm";"1"
"21";"101131430617";"Elahi";;"Khan";"M";"9999982094";"101220466372";;"101943617472";;"114";"Inside Kathidarwaza";"Near Muscle Gym";"Badam Wari Path";"Srinagar";"S.R. Gunj";"Srinagar South";"Srinagar";"Jammu";"190003";"1998-05-10";"Elahi9999982094@gmail.com";"note";"comm";"1"
"22";"101484586727";"Suraj";;"Pratap";"M";"9999971060";;;;"101701338704";"98";"Durg Temple road dalgate";"Near Krishna Dhaba";"Dalgate";"Srinagar";"Nehru Park";"Srinagar South";"Srinagar";"Jammu";"190001";"1971-08-09";"Suraj9999971060@gmail.com";"note";"comm";"1"
"23";"101701338704";"Raveena";;"Kumari";"F";"9999987074";;"101484586727";;;"98";"Durg Temple road dalgate";"Near Krishna Dhaba";"Dalgate";"Srinagar";"Nehru Park";"Srinagar South";"Srinagar";"Jammu";"190001";"1976-02-12";"Raveena9999987074@gmail.com";"note";"comm";"1"
"24";"101345575046";"Neeraj";;"Pratap";"M";"9999880545";"101484586727";;"101701338704";;"98";"Durg Temple road dalgate";"Near Krishna Dhaba";"Dalgate";"Srinagar";"Nehru Park";"Srinagar South";"Srinagar";"Jammu";"190001";"1996-06-09";"Neeraj9999880545@gmail.com";"note";"comm";"1"
"25";"101888200549";"Mandvi";;"Kumari";"F";"9999938551";"101484586727";;"101701338704";;"98";"Durg Temple road dalgate";"Near Krishna Dhaba";"Dalgate";"Srinagar";"Nehru Park";"Srinagar South";"Srinagar";"Jammu";"190001";"1999-02-19";"Mandvi9999938551@gmail.com";"note";"comm";"1"
"26";"101366316415";"Anuja";;"Kumari";"F";"9999987067";"101484586727";;"101701338704";;"98";"Durg Temple road dalgate";"Near Krishna Dhaba";"Dalgate";"Srinagar";"Nehru Park";"Srinagar South";"Srinagar";"Jammu";"190001";"2003-08-09";"Anuja9999987067@gmail.com";"note";"comm";"1"
"27";"101324247617";"Faizan";;"Khan";"M";"9999945632";;;;"101420708747";"J-91";"Skalzangling, Airport Road,";;"Ladhak";"Leh";"Leh City";"Leh";"Leh";"Jammu";"194101";"1976-12-08";"Faizan9999945632@gmail.com";"note";"comm";"1"
"28";"101420708747";"Shalu";;"Khan";"F";"9999987968";;"101324247617";;;"J-91";"Skalzangling, Airport Road,";;"Ladhak";"Leh";"Leh City";"Leh";"Leh";"Jammu";"194101";"1981-02-12";"Shalu9999987968@gmail.com";"note";"comm";"1"
"29";"101800448843";"Sameem";;"Khan";"M";"9999889914";"101324247617";;"101420708747";;"J-91";"Skalzangling, Airport Road,";;"Ladhak";"Leh";"Leh City";"Leh";"Leh";"Jammu";"194101";"1999-03-05";"Sameem9999889914@gmail.com";"note";"comm";"1"
"30";"101014922279";"Apsara";;;"F";"9999926337";"101324247617";;"101420708747";;"J-91";"Skalzangling, Airport Road,";;"Ladhak";"Leh";"Leh City";"Leh";"Leh";"Jammu";"194101";"2002-12-19";"Apsara9999926337@gmail.com";"note";"comm";"1"
"31";"101159983287";"Saif";;"Ahmed";"M";"9999979113";;;;"101328525300";"AB-01";"Nihman Shopian";;"Naikoo Mohalla";"Shopian";"Shopian City";"Shopian";"Shupiyan";"Jammu";"192303";"1978-02-09";"Saif9999979113@gmail.com";"note";"comm";"1"
